INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAG
202007,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,99.882,99.796,0.32,0.3,0.26,
202007,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,96.961,96.523,0.64,0.51,0.52,
202007,210111,WHITE SLICED LOAF BRANDED 750G,1,1,97.349,97.478,0.96,0.78,0.78,
202007,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,98.063,98.338,0.8,0.63,0.65,
202007,210114,CHILLED GARLIC BREAD,1,1,97.17,96.718,0.96,0.78,0.78,
202007,210201,FLOUR-SELF-RAISING-1.5KG,1,1,107.709,105.211,0.32,0.09,0.26,
202007,210204,DRY SPAGHETTI OR PASTA 500G,1,1,110.18,109.093,0.16,0.33,0.13,
202007,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,100.74,100.747,0.39,0.24,0.33,
202007,210212,BASMATI RICE 500G-1KG,1,1,105.984,105.467,0.32,0.42,0.26,
202007,210213,BREAKFAST CEREAL 1,1,1,102.491,102.655,0.96,0.36,0.78,
202007,210214,BREAKFAST CEREAL 2,1,1,105.752,105.628,1.6,0.66,1.3,
202007,210215,CEREAL BAR,1,1,114.999,115.089,0.32,0.33,0.26,
202007,210216,HOT OAT CEREAL,1,1,110.584,109.056,0.32,0.12,0.26,
202007,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,105.26,100.669,0.16,0.12,0.13,
202007,210218,"POPCORN, BAG, 10-30G",1,1,97.676,92.485,0.64,0.27,0.52,
202007,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,104.294,103.851,0.16,0.06,0.13,
202007,210301,CREAM CRACKERS PACK 200G-300G,1,1,100.062,100.091,0.48,0.54,0.39,
202007,210302,PLAIN BISCUITS-200-300G,1,1,110.832,109.893,1.28,1.2,1.04,
202007,210319,DOUGHNUT-EACH,1,1,99.593,100.918,0.8,0.84,0.65,
202007,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,98.539,99.919,0.8,0.78,0.65,
202007,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,104.893,105.218,1.12,1.14,0.91,
202007,210323,BISCUITS HALF CHOC 260-400G,1,1,111.14,109.775,0.64,0.66,0.52,
202007,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,100.474,99.591,0.8,0.84,0.65,
202007,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,98.342,98.555,0.72,0.93,0.56,
202007,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,103.548,103.504,0.9,1.26,0.7,
202007,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,96.299,94.457,0.36,0.36,0.28,
202007,210416,BEEF ROASTING JOINT PER KG,1,1,101.568,101.28,0.36,0.45,0.28,
202007,210502,HOME KILLED LAMB-SHOULDER KG,1,1,98.792,99.262,0.9,0.62,0.7,PARTIAL
202007,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,98.757,98.763,0.54,0.38,0.42,
202007,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,104.287,104.515,0.9,1,0.7,
202007,210802,BACON-GAMMON-PER KG,1,1,103.588,104.389,0.54,0.23,0.42,
202007,210808,BACON-BACK-PER KG,1,1,98.7,99.016,1.62,0.77,1.26,
202007,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,101.687,101.727,0.72,0.78,0.56,
202007,210910,FRESH BONELESS CHICKEN BREAST,1,1,101.529,101.414,1.44,1.71,1.12,
202007,210913,ROTISSERIE CHICKEN [WHOLE],1,1,97.821,97.818,0.18,0.18,0.14,PARTIAL
202007,210914,FRESH TURKEY DICED/MIN PER KG,1,1,96.466,95.995,0.18,0.33,0.14,
202007,211007,CANNED MEAT-STEWED STEAK,1,1,101.969,101.942,0.18,0.18,0.14,
202007,211011,INDIVIDUAL MEAT PIE,1,1,97.756,97.902,0.72,0.84,0.56,
202007,211014,SAUSAGES-PORK-PER KG,1,1,101.698,101.533,1.62,0.78,1.26,
202007,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,96.886,96.934,0.54,0.54,0.42,
202007,211023,COOKED HAM PREPACKED SLICED,1,1,93.859,93.951,2.16,1.02,1.68,
202007,211024,CONTINENTAL SLICED DELI MEAT,1,1,99.933,100.979,0.9,0.42,0.7,
