INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAG
202102,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,100.042,100.064,0.38,0.44,0.3, 
202102,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,100.175,100.171,0.76,0.64,0.6, 
202102,210111,WHITE SLICED LOAF BRANDED 750G,1,1,102.053,101.924,1.14,1,0.9, 
202102,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,102.904,103.173,0.95,0.8,0.75, 
202102,210114,CHILLED GARLIC BREAD,1,1,97.701,96.501,1.14,1.12,0.9, 
202102,210201,FLOUR-SELF-RAISING-1.5KG,1,1,91.5,90.899,0.38,0.2,0.3, 
202102,210204,DRY SPAGHETTI OR PASTA 500G,1,1,99.724,99.661,0.19,0.4,0.15, 
202102,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,100.338,101.104,0.6,0.32,0.48, 
202102,210212,BASMATI RICE 500G-1KG,1,1,98.915,98.628,0.38,0.52,0.3, 
202102,210213,BREAKFAST CEREAL 1,1,1,108.248,108.01,1.14,0.48,0.9, 
202102,210214,BREAKFAST CEREAL 2,1,1,101.828,101.685,1.71,0.8,1.35, 
202102,210215,CEREAL BAR,1,1,103.145,104.007,0.57,0.48,0.45, 
202102,210216,HOT OAT CEREAL,1,1,93.076,93.83,0.38,0.16,0.3, 
202102,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,101.246,100.983,0.19,0.12,0.15, 
202102,210218,"POPCORN, BAG, 10-30G",1,1,99.039,98.509,0.76,0.36,0.6, 
202102,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,104.965,105.669,0.19,0.12,0.15, 
202102,210221,COUSCOUS PLAIN/FLAVOURED,1,1,100.046,100.136,0.19,0.04,0.15, 
202102,210301,CREAM CRACKERS PACK 200G-300G,1,1,101.577,100.975,0.57,0.63,0.45, 
202102,210302,PLAIN BISCUITS-200-300G,1,1,102.41,102.217,1.52,1.4,1.2, 
202102,210319,DOUGHNUT-EACH,1,1,100.4,101.405,0.95,0.98,0.75, 
202102,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,99.933,99.991,0.95,0.91,0.75, 
202102,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,102.896,102.328,1.33,1.33,1.05, 
202102,210323,BISCUITS HALF CHOC 260-400G,1,1,100.21,100.768,0.76,0.77,0.6, 
202102,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,98.861,98.443,0.95,0.98,0.75, 
202102,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,97.051,97.519,0.84,1.24,0.64, 
202102,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,99.878,99.665,1.05,1.68,0.8, 
202102,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,99.145,98.867,0.42,0.52,0.32, 
202102,210416,BEEF ROASTING JOINT PER KG,1,1,102.028,102.091,0.42,0.56,0.32, 
202102,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,100.743,100.197,0.63,0.4,0.48, 
202102,210507,HOME KILLED LAMB SHOULDER KG,1,1,101.769,102.095,1.05,0.6,0.8, 
202102,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,99.987,99.989,1.05,1,0.8, 
202102,210802,BACON-GAMMON-PER KG,1,1,99.75,99.79,0.63,0.24,0.48, 
202102,210808,BACON-BACK-PER KG,1,1,99.581,99.641,1.89,0.76,1.44, 
202102,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,100.578,100.467,0.84,1.08,0.64,PARTIAL
202102,210910,FRESH BONELESS CHICKEN BREAST,1,1,99.967,99.919,1.68,2.36,1.28, 
202102,210913,ROTISSERIE CHICKEN [WHOLE],1,1,100.206,99.495,0.21,0.2,0.16,FULL
202102,210914,FRESH TURKEY DICED/MIN PER KG,1,1,100.658,100.619,0.21,0.36,0.16, 
202102,211007,CANNED MEAT-STEWED STEAK,1,1,100.556,100.46,0.21,0.18,0.16, 
202102,211011,INDIVIDUAL MEAT PIE,1,1,97.022,97.585,0.84,0.84,0.64, 
202102,211014,SAUSAGES-PORK-PER KG,1,1,101.258,101.57,2.1,0.78,1.6, 
202102,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,97.943,97.759,0.63,0.54,0.48, 
202102,211023,COOKED HAM PREPACKED SLICED,1,1,95.351,95.052,2.52,1.02,1.92, 
202102,211024,CONTINENTAL SLICED DELI MEAT,1,1,99.253,98.021,0.84,0.36,0.64, 
202102,211025,JOINT OV/READ GAM/POR 450-900G,1,1,99.222,98.998,0.21,0.12,0.16, 
202102,211026,CHICKEN KIEV 2 PACK 240-325G,1,1,101.418,102.451,0.63,0.54,0.48, 
202102,211027,H K LIVER PER KG STATE TYPE,1,1,100,100,0.21,0.06,0.16, 
202102,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,101.27,101.354,0.42,0.54,0.32, 
202102,211030,MEAT BASED SNACK PACK MAX 400G,1,1,100.424,100.499,0.63,0.72,0.48, 
202102,211031,COOKED HAM LOOSE PER 100G,1,1,100.084,100.07,0.84,0.3,0.64,PARTIAL
202102,211101,FRESH WHITE FISH FILLETS KG,1,1,100.434,100.644,0.32,0.54,0.24, 
202102,211105,FRESH FISH-SALMON FILLETS-KG,1,1,97.263,96.451,0.6,0.98,0.45, 
202102,211106,FROZEN PRAWNS PER KG,1,1,96.307,96.797,0.96,0.48,0.72, 
202102,211207,"CANNED FISH, TUNA, 130G-200G",1,1,104.557,104.059,1.04,1,0.78, 
202102,211210,FROZEN FISH FINGERS 8-12 PK,1,1,105.356,105.4,0.84,0.78,0.63, 
202102,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,100.793,100.999,0.24,0.22,0.18, 
202102,211305,SPREADABLE BUTTER,1,1,100.283,100.352,0.4,0.53,0.4, 
202102,211306,BUTTER 250G SPEC COO,1,1,100.004,100.041,0.36,0.47,0.36, 
202102,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,118.434,116.985,0.56,1.1,0.56, 
202102,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,102.902,102.58,0.6,0.76,0.6, 
202102,211409,"PEANUT BUTTER, JAR, 225-350G",1,1,100.265,101.017,0.08,0.14,0.08, 
202102,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,99.417,99.542,1.65,2.04,1.35, 
202102,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,111.449,112.158,0.55,0.72,0.45, 
202102,211509,HARD REGIONAL CHEESE PER KG,1,1,99.274,99.166,0.22,0.28,0.18, 
202102,211510,PARMESAN CHEESE-PER KG,1,1,102.06,101.503,0.33,0.48,0.27, 
202102,211511,SOFT CONTINENTAL CHEESE - KG,1,1,99.57,99.427,0.33,0.48,0.27, 
202102,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,99.996,99.978,0.44,0.37,0.36, 
202102,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,100.538,100.733,0.66,0.63,0.54, 
202102,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,99.573,99.573,0.11,0.06,0.09, 
202102,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,99.74,99.828,0.66,0.54,0.54, 
202102,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,100.188,100.192,2.31,1.89,1.89, 
202102,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,100.084,100.057,0.22,0.21,0.18, 
202102,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,107.363,107.451,0.22,0.3,0.18, 
202102,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,117.787,116.374,1.1,1.52,0.9, 
202102,211808,CHILLED POT DESSERT 125-200G,1,1,99.124,98.908,0.77,0.84,0.63, 
202102,211814,YOGHURT-SMALL INDIVIDUAL,1,1,99.675,99.619,0.66,0.84,0.54, 
202102,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,99.016,98.928,0.44,0.48,0.36, 
202102,211816,POWDERED BABY FORMULA 400-900G,1,1,97.217,97.255,0.33,0.32,0.27, 
202102,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,103.36,103.393,0.84,0.64,0.63, 
202102,211904,TEA BAGS-2-PACKET OF 240,1,1,103.5,102.868,0.24,0.19,0.18, 
202102,211905,"FLAVRD TEA 15-20 BAGS, 30-40G",1,1,98.99,98.681,0.24,0.17,0.18, 
202102,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,89.911,90.053,0.99,0.9,0.77, 
202102,212006,FRUIT JUICE NOT ORANGE 1L,1,1,100.202,100.109,0.54,0.54,0.42, 
202102,212008,LEMONADE-2 LITRE BOTTLE,1,1,96.762,95.626,0.18,0.18,0.14, 
202102,212010,MINERAL WATER STILL 1.5-2L,1,1,101.197,100.349,0.36,0.54,0.28, 
202102,212015,FIZZY ENERGY DRINK 250-500ML,1,1,100.799,101.001,1.17,1.08,0.91, 
202102,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,96.766,96.778,0.99,0.9,0.77, 
202102,212017,FIZZY BOTTLED DRINK 500ML,1,1,100.186,100.096,1.44,1.35,1.12, 
202102,212020,FRUIT DRINK BOTTLE 4-8 PACK,1,1,110.372,108.67,0.09,0.09,0.07, 
202102,212021,BOTTLE STILL WATER 500ML,1,1,98.905,97.864,0.18,0.27,0.14, 
202102,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,100.759,100.548,0.63,0.63,0.49, 
202102,212023,COLA/FIZZY DRINK 330ML PK 4-8,1,1,102.567,102.521,0.36,0.36,0.28, 
