INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201903,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,101.573,101.638,101.573,0.28,0.33,0.24
201903,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,100.38,100.312,100.38,0.56,0.48,0.48
201903,210111,WHITE SLICED LOAF BRANDED 750G,1,1,102.56,102.627,102.56,0.84,0.81,0.72
201903,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,102.677,102.813,102.677,0.7,0.63,0.6
201903,210114,CHILLED GARLIC BREAD,1,1,99.049,98.559,99.049,0.84,0.75,0.72
201903,210201,FLOUR-SELF-RAISING-1.5KG,1,1,98.593,99.051,98.593,0.28,0.12,0.24
201903,210204,DRY SPAGHETTI OR PASTA 500G,1,1,101.029,101.61,101.029,0.14,0.3,0.12
201903,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,101.47,101.735,101.47,0.39,0.24,0.33
201903,210212,BASMATI RICE 500G-1KG,1,1,98.01,98.615,98.01,0.28,0.42,0.24
201903,210213,BREAKFAST CEREAL 1,1,1,98.672,99.114,98.672,0.84,0.42,0.72
201903,210214,BREAKFAST CEREAL 2,1,1,103.052,102.27,103.052,1.54,0.69,1.32
201903,210215,CEREAL BAR,1,1,106.548,106.897,106.548,0.28,0.3,0.24
201903,210216,HOT OAT CEREAL,1,1,102.595,102.709,102.595,0.28,0.12,0.24
201903,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,101.354,101.228,101.354,0.14,0.12,0.12
201903,210218,"POPCORN, BAG, 10-30G",1,1,97.489,93.681,97.489,0.56,0.27,0.48
201903,210301,CREAM CRACKERS PACK 200G-300G,1,1,102.372,99.179,102.372,0.42,0.54,0.36
201903,210302,PLAIN BISCUITS-200-300G,1,1,99.26,99.487,99.26,1.26,1.5,1.08
201903,210317,FRUIT PIES 4-6 PACK,1,1,112.189,112.811,112.189,0.28,0.36,0.24
201903,210319,DOUGHNUT-EACH,1,1,100.415,101.096,100.415,0.7,0.84,0.6
201903,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,92.856,95.045,92.856,0.84,0.9,0.72
201903,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,109.873,110.237,109.873,0.98,1.14,0.84
201903,210323,BISCUITS HALF CHOC 260-400G,1,1,109.391,108.031,109.391,0.7,0.72,0.6
201903,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,96.906,97.466,96.906,0.76,0.93,0.6
201903,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,100.329,100.412,100.329,0.95,1.26,0.75
201903,210413,HOME KILLED BEEF-TOPSIDE KG,1,1,98.437,97.257,98.437,0.38,0.45,0.3
201903,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,98.841,98.965,98.841,0.38,0.36,0.3
201903,210502,HOME KILLED LAMB-SHOULDER KG,1,1,99.27,99.215,99.27,0.38,0.6,0.3
201903,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,100.798,100.742,100.798,0.38,0.4,0.3
201903,210606,FRZEN IMP LAMB: LEG (PER KG),1,1,99.636,99.644,99.636,0.76,1,0.6
201903,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,98.347,99.084,98.347,0.95,1,0.75
201903,210802,BACON-GAMMON-PER KG,1,1,101.551,101.279,101.551,0.57,0.24,0.45
201903,210808,BACON-BACK-PER KG,1,1,98.792,98.599,98.792,1.52,0.76,1.2
201903,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,98.49,98.525,98.49,0.57,0.92,0.45
