INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201809,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,101.017,101.052,101.017,0.3,0.4,0.24
201809,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,102.298,103.118,102.298,0.6,0.68,0.48
201809,210111,WHITE SLICED LOAF BRANDED 750G,1,1,98.617,98.84,98.617,0.9,1.08,0.72
201809,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,97.886,98.047,97.886,0.75,0.88,0.6
201809,210114,CHILLED GARLIC BREAD,1,1,102.992,101.893,102.992,0.75,0.96,0.6
201809,210201,FLOUR-SELF-RAISING-1.5KG,1,1,89.804,89.02,89.804,0.3,0.12,0.24
201809,210204,DRY SPAGHETTI OR PASTA 500G,1,1,90.709,88.068,90.709,0.15,0.27,0.12
201809,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,102.349,102.475,102.349,0.65,0.45,0.5
201809,210212,BASMATI RICE 500G-1KG,1,1,110.348,109.237,110.348,0.3,0.45,0.24
201809,210213,BREAKFAST CEREAL 1,1,1,97.35,96.917,97.35,1.05,0.42,0.84
201809,210214,BREAKFAST CEREAL 2,1,1,99.196,97.756,99.196,1.95,0.75,1.56
201809,210215,CEREAL BAR,1,1,103.28,101.847,103.28,0.3,0.27,0.24
201809,210216,HOT OAT CEREAL,1,1,103.639,102.679,103.639,0.45,0.15,0.36
201809,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,103.836,103.057,103.836,0.15,0.12,0.12
201809,210301,CREAM CRACKERS PACK 200G-300G,1,1,103.397,102.733,103.397,0.6,0.6,0.48
201809,210302,PLAIN BISCUITS-200-300G,1,1,98.324,97.896,98.324,1.35,1.44,1.08
201809,210317,FRUIT PIES 4-6 PACK,1,1,90.432,89.373,90.432,0.3,0.36,0.24
201809,210319,DOUGHNUT-EACH,1,1,99.765,97.338,99.765,0.75,0.84,0.6
