INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAG
202105,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,101.101,101.097,0.38,0.44,0.3, 
202105,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.497,101.415,0.76,0.64,0.6, 
202105,210111,WHITE SLICED LOAF BRANDED 750G,1,1,101.461,101.271,1.14,1,0.9, 
202105,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,96.469,97.544,0.95,0.8,0.75, 
202105,210114,CHILLED GARLIC BREAD,1,1,98.41,98.037,1.14,1.12,0.9, 
202105,210201,FLOUR-SELF-RAISING-1.5KG,1,1,88.04,87.36,0.38,0.2,0.3, 
202105,210204,DRY SPAGHETTI OR PASTA 500G,1,1,101.273,100.648,0.19,0.4,0.15, 
202105,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,99.858,99.538,0.6,0.32,0.48, 
202105,210212,BASMATI RICE 500G-1KG,1,1,100.848,101.021,0.38,0.52,0.3, 
202105,210213,BREAKFAST CEREAL 1,1,1,104.704,104.014,1.14,0.48,0.9, 
202105,210214,BREAKFAST CEREAL 2,1,1,101.5,101.463,1.71,0.8,1.35, 
202105,210215,CEREAL BAR,1,1,101.133,101.759,0.57,0.48,0.45, 
202105,210216,HOT OAT CEREAL,1,1,100.48,100.106,0.38,0.16,0.3, 
202105,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,97.335,98.182,0.19,0.12,0.15, 
202105,210218,"POPCORN, BAG, 10-30G",1,1,97.55,96.43,0.76,0.36,0.6, 
202105,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,96.386,97.933,0.19,0.12,0.15, 
202105,210221,COUSCOUS PLAIN/FLAVOURED,1,1,96.736,96.764,0.19,0.04,0.15, 
202105,210301,CREAM CRACKERS PACK 200G-300G,1,1,100.563,100.286,0.57,0.63,0.45, 
202105,210302,PLAIN BISCUITS-200-300G,1,1,104.358,103.518,1.52,1.4,1.2, 
202105,210319,DOUGHNUT-EACH,1,1,101.631,102.146,0.95,0.98,0.75, 
202105,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,95.356,97.115,0.95,0.91,0.75, 
202105,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,101.012,100.306,1.33,1.33,1.05, 
202105,210323,BISCUITS HALF CHOC 260-400G,1,1,92.656,93.7,0.76,0.77,0.6, 
202105,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,94.28,93.876,0.95,0.98,0.75, 
202105,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,99.839,99.827,0.84,1.24,0.64, 
202105,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,101.234,101.352,1.05,1.68,0.8, 
202105,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,96.383,94.988,0.42,0.52,0.32, 
202105,210416,BEEF ROASTING JOINT PER KG,1,1,101.52,101.591,0.42,0.56,0.32, 
202105,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,102.008,101.733,0.63,0.4,0.48, 
202105,210507,HOME KILLED LAMB SHOULDER KG,1,1,105.302,106.473,1.05,0.6,0.8, 
202105,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,99.444,99.285,1.05,1,0.8, 
202105,210802,BACON-GAMMON-PER KG,1,1,99.821,99.748,0.63,0.24,0.48, 
202105,210808,BACON-BACK-PER KG,1,1,98.702,98.584,1.89,0.76,1.44, 
202105,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,100.977,100.907,0.84,1.08,0.64,PARTIAL
202105,210910,FRESH BONELESS CHICKEN BREAST,1,1,99.661,99.644,1.68,2.36,1.28, 
202105,210913,ROTISSERIE CHICKEN [WHOLE],1,1,100.228,98.641,0.21,0.2,0.16,FULL
202105,210914,FRESH TURKEY DICED/MIN PER KG,1,1,101.696,101.931,0.21,0.36,0.16,PARTIAL
202105,211007,CANNED MEAT-STEWED STEAK,1,1,99.471,99.939,0.21,0.18,0.16, 
202105,211011,INDIVIDUAL MEAT PIE,1,1,96.65,97.409,0.84,0.84,0.64, 
202105,211014,SAUSAGES-PORK-PER KG,1,1,101.343,101.313,2.1,0.78,1.6, 
202105,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,97.918,98.197,0.63,0.54,0.48, 
