INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202111,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,106.207,106.172,0.38,0.44,0.3
202111,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,105.46,104.594,0.76,0.64,0.6
202111,210111,WHITE SLICED LOAF BRANDED 750G,1,1,100.325,100.436,1.14,1,0.9
202111,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,100.039,100.348,0.95,0.8,0.75
202111,210114,CHILLED GARLIC BREAD,1,1,98.851,98.547,1.14,1.12,0.9
202111,210201,FLOUR-SELF-RAISING-1.5KG,1,1,89.759,89.666,0.38,0.2,0.3
202111,210204,DRY SPAGHETTI OR PASTA 500G,1,1,111.838,113.342,0.19,0.4,0.15
202111,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,101.609,101.747,0.6,0.32,0.48
202111,210212,BASMATI RICE 500G-1KG,1,1,101.402,101.445,0.38,0.52,0.3
202111,210213,BREAKFAST CEREAL 1,1,1,108.216,107.799,1.14,0.48,0.9
202111,210214,BREAKFAST CEREAL 2,1,1,104.873,104.761,1.71,0.8,1.35
202111,210215,CEREAL BAR,1,1,94.914,95.527,0.57,0.48,0.45
202111,210216,HOT OAT CEREAL,1,1,103.97,102.836,0.38,0.16,0.3
202111,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,100.135,100.189,0.19,0.12,0.15
202111,210218,"POPCORN, BAG, 10-30G",1,1,97.006,94.555,0.76,0.36,0.6
202111,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,106.751,107.422,0.19,0.12,0.15
202111,210221,COUSCOUS PLAIN/FLAVOURED,1,1,100.359,101.161,0.19,0.04,0.15
202111,210301,CREAM CRACKERS PACK 200G-300G,1,1,101.336,100.615,0.57,0.63,0.45
202111,210302,PLAIN BISCUITS-200-300G,1,1,104.146,103.236,1.52,1.4,1.2
