INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAG
202104,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,100.723,100.673,0.38,0.44,0.3, 
202104,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.864,101.672,0.76,0.64,0.6, 
202104,210111,WHITE SLICED LOAF BRANDED 750G,1,1,102.772,102.49,1.14,1,0.9, 
202104,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,102.428,102.744,0.95,0.8,0.75, 
202104,210114,CHILLED GARLIC BREAD,1,1,96.557,97.97,1.14,1.12,0.9, 
202104,210201,FLOUR-SELF-RAISING-1.5KG,1,1,89.708,89.069,0.38,0.2,0.3, 
202104,210204,DRY SPAGHETTI OR PASTA 500G,1,1,101.532,100.809,0.19,0.4,0.15, 
202104,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,100.271,100.638,0.6,0.32,0.48, 
202104,210212,BASMATI RICE 500G-1KG,1,1,99.663,99.484,0.38,0.52,0.3, 
202104,210213,BREAKFAST CEREAL 1,1,1,108.779,107.771,1.14,0.48,0.9, 
202104,210214,BREAKFAST CEREAL 2,1,1,105.557,104.848,1.71,0.8,1.35, 
202104,210215,CEREAL BAR,1,1,94.236,93.91,0.57,0.48,0.45, 
202104,210216,HOT OAT CEREAL,1,1,102.1,102.325,0.38,0.16,0.3, 
202104,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,102.721,102,0.19,0.12,0.15, 
202104,210218,"POPCORN, BAG, 10-30G",1,1,98.747,97.684,0.76,0.36,0.6, 
202104,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,101.92,102.729,0.19,0.12,0.15, 
202104,210221,COUSCOUS PLAIN/FLAVOURED,1,1,99.841,99.887,0.19,0.04,0.15, 
202104,210301,CREAM CRACKERS PACK 200G-300G,1,1,100.487,100.212,0.57,0.63,0.45, 
202104,210302,PLAIN BISCUITS-200-300G,1,1,104.931,104.247,1.52,1.4,1.2, 
202104,210319,DOUGHNUT-EACH,1,1,101.248,102.052,0.95,0.98,0.75, 
202104,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,97.964,98.597,0.95,0.91,0.75, 
202104,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,102.112,101.709,1.33,1.33,1.05, 
202104,210323,BISCUITS HALF CHOC 260-400G,1,1,97.961,98.612,0.76,0.77,0.6, 
202104,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,93.804,93.561,0.95,0.98,0.75, 
202104,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,97.14,97.54,0.84,1.24,0.64, 
202104,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,100.646,100.571,1.05,1.68,0.8, 
202104,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,97.008,96.312,0.42,0.52,0.32, 
202104,210416,BEEF ROASTING JOINT PER KG,1,1,100.509,100.064,0.42,0.56,0.32, 
202104,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,101.849,101.3,0.63,0.4,0.48, 
202104,210507,HOME KILLED LAMB SHOULDER KG,1,1,103.076,103.771,1.05,0.6,0.8, 
202104,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,99.961,99.997,1.05,1,0.8, 
202104,210802,BACON-GAMMON-PER KG,1,1,100.052,99.787,0.63,0.24,0.48, 
202104,210808,BACON-BACK-PER KG,1,1,99.471,99.511,1.89,0.76,1.44, 
202104,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,100.443,100.436,0.84,1.08,0.64,PARTIAL
202104,210910,FRESH BONELESS CHICKEN BREAST,1,1,99.572,99.487,1.68,2.36,1.28, 
202104,210913,ROTISSERIE CHICKEN [WHOLE],1,1,100.077,100.874,0.21,0.2,0.16,FULL
202104,210914,FRESH TURKEY DICED/MIN PER KG,1,1,102.295,102.403,0.21,0.36,0.16, 
202104,211007,CANNED MEAT-STEWED STEAK,1,1,100.159,99.991,0.21,0.18,0.16, 
202104,211011,INDIVIDUAL MEAT PIE,1,1,100.722,100.81,0.84,0.84,0.64, 
202104,211014,SAUSAGES-PORK-PER KG,1,1,96.331,97.667,2.1,0.78,1.6, 
202104,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,99.142,99.451,0.63,0.54,0.48, 
202104,211023,COOKED HAM PREPACKED SLICED,1,1,95.089,95.395,2.52,1.02,1.92, 
202104,211024,CONTINENTAL SLICED DELI MEAT,1,1,100.114,98.812,0.84,0.36,0.64, 
202104,211025,JOINT OV/READ GAM/POR 450-900G,1,1,99.254,99.04,0.21,0.12,0.16, 
202104,211026,CHICKEN KIEV 2 PACK 240-325G,1,1,100.923,101.843,0.63,0.54,0.48, 
202104,211027,H K LIVER PER KG STATE TYPE,1,1,99.939,100.408,0.21,0.06,0.16, 
202104,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,100.532,100.964,0.42,0.54,0.32, 
202104,211030,MEAT BASED SNACK PACK MAX 400G,1,1,101.398,101.707,0.63,0.72,0.48, 
202104,211031,COOKED HAM LOOSE PER 100G,1,1,100.263,100.322,0.84,0.3,0.64,PARTIAL
202104,211101,FRESH WHITE FISH FILLETS KG,1,1,100.106,100.3,0.32,0.54,0.24, 
202104,211105,FRESH FISH-SALMON FILLETS-KG,1,1,97.216,96.53,0.6,0.98,0.45, 
202104,211106,FROZEN PRAWNS PER KG,1,1,99.407,99.581,0.96,0.48,0.72, 
202104,211207,"CANNED FISH, TUNA, 130G-200G",1,1,100.587,100.373,1.04,1,0.78, 
202104,211210,FROZEN FISH FINGERS 8-12 PK,1,1,97.99,97.372,0.84,0.78,0.63, 
202104,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,99.805,100.006,0.24,0.22,0.18, 
202104,211305,SPREADABLE BUTTER,1,1,98.571,98.016,0.4,0.53,0.4, 
202104,211306,BUTTER 250G SPEC COO,1,1,99.347,99.386,0.36,0.47,0.36, 
202104,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,113.314,112.21,0.56,1.1,0.56, 
202104,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,105.608,104.939,0.6,0.76,0.6, 
202104,211409,"PEANUT BUTTER, JAR, 225-350G",1,1,101.46,101.761,0.08,0.14,0.08, 
202104,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,99.367,99.364,1.65,2.04,1.35, 
202104,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,104.706,104.605,0.55,0.72,0.45, 
202104,211509,HARD REGIONAL CHEESE PER KG,1,1,99.312,99.228,0.22,0.28,0.18, 
202104,211510,PARMESAN CHEESE-PER KG,1,1,102.656,102.294,0.33,0.48,0.27, 
202104,211511,SOFT CONTINENTAL CHEESE - KG,1,1,96.261,96.472,0.33,0.48,0.27, 
202104,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,99.881,99.822,0.44,0.37,0.36, 
202104,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,100.672,100.89,0.66,0.63,0.54, 
202104,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,99.624,99.624,0.11,0.06,0.09, 
202104,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,99.936,99.868,0.66,0.54,0.54, 
202104,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,99.817,99.812,2.31,1.89,1.89, 
202104,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,98.782,99.135,0.22,0.21,0.18, 
202104,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,105.79,106.068,0.22,0.3,0.18, 
202104,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,116.173,114.699,1.1,1.52,0.9, 
202104,211808,CHILLED POT DESSERT 125-200G,1,1,99.45,99.263,0.77,0.84,0.63, 
202104,211814,YOGHURT-SMALL INDIVIDUAL,1,1,100.632,100.655,0.66,0.84,0.54, 
202104,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,99.627,99.707,0.44,0.48,0.36, 
