INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAG
202006,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,99.918,99.907,0.32,0.3,0.26,
202006,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,96.771,96.422,0.64,0.51,0.52,
202006,210111,WHITE SLICED LOAF BRANDED 750G,1,1,97.669,97.797,0.96,0.78,0.78,
202006,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,99.112,99.268,0.8,0.63,0.65,
202006,210114,CHILLED GARLIC BREAD,1,1,96.884,97.421,0.96,0.78,0.78,
202006,210201,FLOUR-SELF-RAISING-1.5KG,1,1,104.881,102.349,0.32,0.09,0.26,
202006,210204,DRY SPAGHETTI OR PASTA 500G,1,1,109.78,108.372,0.16,0.33,0.13,
202006,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,101.009,101.233,0.39,0.24,0.33,
202006,210212,BASMATI RICE 500G-1KG,1,1,119.141,115.178,0.32,0.42,0.26,
202006,210213,BREAKFAST CEREAL 1,1,1,100.582,101.596,0.96,0.36,0.78,
202006,210214,BREAKFAST CEREAL 2,1,1,102.489,102.559,1.6,0.66,1.3,
202006,210215,CEREAL BAR,1,1,105.507,104.932,0.32,0.33,0.26,
202006,210216,HOT OAT CEREAL,1,1,108.275,107.365,0.32,0.12,0.26,
202006,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,105.566,101.596,0.16,0.12,0.13,
202006,210218,"POPCORN, BAG, 10-30G",1,1,100.725,97.674,0.64,0.27,0.52,
202006,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,102.804,102.335,0.16,0.06,0.13,
202006,210301,CREAM CRACKERS PACK 200G-300G,1,1,100.059,100.095,0.48,0.54,0.39,
202006,210302,PLAIN BISCUITS-200-300G,1,1,110.65,109.67,1.28,1.2,1.04,
202006,210319,DOUGHNUT-EACH,1,1,96.999,98.559,0.8,0.84,0.65,
202006,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,108.332,106.979,0.8,0.78,0.65,
202006,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,90.905,90.229,1.12,1.14,0.91,
202006,210323,BISCUITS HALF CHOC 260-400G,1,1,111.676,109.751,0.64,0.66,0.52,
202006,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,93.853,93.363,0.8,0.84,0.65,
202006,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,99.328,99.647,0.72,0.93,0.56,
202006,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,105.209,105.402,0.9,1.26,0.7,
202006,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,102.043,102.497,0.36,0.36,0.28,
202006,210416,BEEF ROASTING JOINT PER KG,1,1,100.689,101.049,0.36,0.45,0.28,
202006,210502,HOME KILLED LAMB-SHOULDER KG,1,1,99.221,99.818,0.9,0.62,0.7,PARTIAL
202006,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,103.413,103.273,0.54,0.38,0.42,
