INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202109,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,105.731,105.754,105.731,0.38,0.44,0.3
202109,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,104.809,104.625,104.809,0.76,0.64,0.6
202109,210111,WHITE SLICED LOAF BRANDED 750G,1,1,100.986,101.065,100.986,1.14,1,0.9
202109,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,98.96,99.272,98.96,0.95,0.8,0.75
202109,210114,CHILLED GARLIC BREAD,1,1,100.565,100.49,100.565,1.14,1.12,0.9
202109,210201,FLOUR-SELF-RAISING-1.5KG,1,1,89.26,89.067,89.26,0.38,0.2,0.3
202109,210204,DRY SPAGHETTI OR PASTA 500G,1,1,101.813,102.754,101.813,0.19,0.4,0.15
202109,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,100.101,99.92,100.101,0.6,0.32,0.48
202109,210212,BASMATI RICE 500G-1KG,1,1,100.244,100.324,100.244,0.38,0.52,0.3
202109,210213,BREAKFAST CEREAL 1,1,1,104.304,103.886,104.304,1.14,0.48,0.9
202109,210214,BREAKFAST CEREAL 2,1,1,102.599,102.22,102.599,1.71,0.8,1.35
202109,210215,CEREAL BAR,1,1,88.502,88.829,88.502,0.57,0.48,0.45
202109,210216,HOT OAT CEREAL,1,1,102.277,101.659,102.277,0.38,0.16,0.3
202109,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,102.963,102.119,102.963,0.19,0.12,0.15
202109,210218,"POPCORN, BAG, 10-30G",1,1,99.58,98.527,99.58,0.76,0.36,0.6
202109,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,101.147,103.107,101.147,0.19,0.12,0.15
202109,210221,COUSCOUS PLAIN/FLAVOURED,1,1,97.899,98.026,97.899,0.19,0.04,0.15
202109,210301,CREAM CRACKERS PACK 200G-300G,1,1,101.399,100.727,101.399,0.57,0.63,0.45
202109,210302,PLAIN BISCUITS-200-300G,1,1,103.742,102.649,103.742,1.52,1.4,1.2
202109,210319,DOUGHNUT-EACH,1,1,102.404,103.34,102.404,0.95,0.98,0.75
202109,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,99.796,100.507,99.796,0.95,0.91,0.75
202109,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,104.628,103.789,104.628,1.33,1.33,1.05
202109,210323,BISCUITS HALF CHOC 260-400G,1,1,99.942,100.39,99.942,0.76,0.77,0.6
202109,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,92.769,92.773,92.769,0.95,0.98,0.75
202109,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,101.708,101.749,101.708,0.84,1.24,0.64
202109,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,103.372,103.61,103.372,1.05,1.68,0.8
202109,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,99.307,99.19,99.307,0.42,0.52,0.32
202109,210416,BEEF ROASTING JOINT PER KG,1,1,102.69,102.637,102.69,0.42,0.56,0.32
202109,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,103.609,103.23,103.609,0.63,0.4,0.48
202109,210507,HOME KILLED LAMB SHOULDER KG,1,1,104.214,104.386,104.214,1.05,0.6,0.8
202109,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,103.982,104.303,103.982,1.05,1,0.8
202109,210802,BACON-GAMMON-PER KG,1,1,100.272,100.348,100.272,0.63,0.24,0.48
202109,210808,BACON-BACK-PER KG,1,1,98.733,98.528,98.733,1.89,0.76,1.44
202109,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,103.632,103.588,103.632,0.84,1.08,0.64
202109,210910,FRESH BONELESS CHICKEN BREAST,1,1,100.894,100.806,100.894,1.68,2.36,1.28
202109,210913,ROTISSERIE CHICKEN [WHOLE],1,1,101.431,101.496,101.431,0.21,0.2,0.16
202109,210914,FRESH TURKEY DICED/MIN PER KG,1,1,104.786,105.267,104.786,0.21,0.36,0.16
202109,211007,CANNED MEAT-STEWED STEAK,1,1,100.808,100.983,100.808,0.21,0.18,0.16
202109,211011,INDIVIDUAL MEAT PIE,1,1,97.384,98.55,97.384,0.84,0.84,0.64
202109,211014,SAUSAGES-PORK-PER KG,1,1,101.197,101.112,101.197,2.1,0.78,1.6
202109,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,96.775,97.632,96.775,0.63,0.54,0.48
202109,211023,COOKED HAM PREPACKED SLICED,1,1,96.745,97.165,96.745,2.52,1.02,1.92
202109,211024,CONTINENTAL SLICED DELI MEAT,1,1,99.613,100.314,99.613,0.84,0.36,0.64
202109,211025,JOINT OV/READ GAM/POR 450-900G,1,1,95.929,94.987,95.929,0.21,0.12,0.16
202109,211026,CHICKEN KIEV 2 PACK 240-325G,1,1,94.078,94.345,94.078,0.63,0.54,0.48
202109,211027,H K LIVER PER KG STATE TYPE,1,1,102.253,101.703,102.253,0.21,0.06,0.16
202109,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,101.865,101.938,101.865,0.42,0.54,0.32
202109,211030,MEAT BASED SNACK PACK MAX 400G,1,1,101.835,102.039,101.835,0.63,0.72,0.48
202109,211031,COOKED HAM LOOSE PER 100G,1,1,91.482,92.456,91.482,0.84,0.3,0.64
202109,211101,FRESH WHITE FISH FILLETS KG,1,1,101.68,101.91,101.68,0.32,0.54,0.24
202109,211105,FRESH FISH-SALMON FILLETS-KG,1,1,95.846,95.794,95.846,0.6,0.98,0.45
202109,211106,FROZEN PRAWNS PER KG,1,1,98.603,98.929,98.603,0.96,0.48,0.72
202109,211207,"CANNED FISH, TUNA, 130G-200G",1,1,100.177,100.024,100.177,1.04,1,0.78
202109,211210,FROZEN FISH FINGERS 8-12 PK,1,1,102.831,100.809,102.831,0.84,0.78,0.63
202109,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,100.811,101.29,100.811,0.24,0.22,0.18
202109,211305,SPREADABLE BUTTER,1,1,102.949,102.961,102.949,0.4,0.53,0.4
202109,211306,BUTTER 250G SPEC COO,1,1,101.085,101.03,101.085,0.36,0.47,0.36
202109,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,125.411,124.757,125.411,0.56,1.1,0.56
202109,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,102.932,103.031,102.932,0.6,0.76,0.6
202109,211409,"PEANUT BUTTER, JAR, 225-350G",1,1,101.722,102.035,101.722,0.08,0.14,0.08
202109,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,97.447,97.545,97.447,1.65,2.04,1.35
202109,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,102.416,102.583,102.416,0.55,0.72,0.45
202109,211509,HARD REGIONAL CHEESE PER KG,1,1,98.65,98.746,98.65,0.22,0.28,0.18
202109,211510,PARMESAN CHEESE-PER KG,1,1,101.61,101.614,101.61,0.33,0.48,0.27
202109,211511,SOFT CONTINENTAL CHEESE - KG,1,1,101.323,101.738,101.323,0.33,0.48,0.27
202109,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,103.422,104.189,103.422,0.44,0.37,0.36
202109,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,103.559,104.466,103.559,0.66,0.63,0.54
202109,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,99.12,99.12,99.12,0.11,0.06,0.09
202109,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,101.134,101.245,101.134,0.66,0.54,0.54
202109,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,100.579,100.527,100.579,2.31,1.89,1.89
202109,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,97.91,98.01,97.91,0.22,0.21,0.18
202109,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,106.916,107.133,106.916,0.22,0.3,0.18
202109,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,114.348,113.419,114.348,1.1,1.52,0.9
202109,211808,CHILLED POT DESSERT 125-200G,1,1,100.884,100.458,100.884,0.77,0.84,0.63
202109,211814,YOGHURT-SMALL INDIVIDUAL,1,1,101.323,101.466,101.323,0.66,0.84,0.54
202109,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,100.648,100.685,100.648,0.44,0.48,0.36
202109,211816,POWDERED BABY FORMULA 400-900G,1,1,101.873,102.441,101.873,0.33,0.32,0.27
202109,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,101.15,101.287,101.15,0.84,0.64,0.63
