INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201905,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,101.14,100.994,101.14,0.28,0.33,0.24
201905,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,99.828,99.279,99.828,0.56,0.48,0.48
201905,210111,WHITE SLICED LOAF BRANDED 750G,1,1,102.758,102.828,102.758,0.84,0.81,0.72
201905,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,101.854,102.002,101.854,0.7,0.63,0.6
201905,210114,CHILLED GARLIC BREAD,1,1,97.827,96.802,97.827,0.84,0.75,0.72
201905,210201,FLOUR-SELF-RAISING-1.5KG,1,1,99.369,99.404,99.369,0.28,0.12,0.24
201905,210204,DRY SPAGHETTI OR PASTA 500G,1,1,101.237,101.877,101.237,0.14,0.3,0.12
201905,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,103.793,104.003,103.793,0.39,0.24,0.33
201905,210212,BASMATI RICE 500G-1KG,1,1,101.967,101.311,101.967,0.28,0.42,0.24
201905,210213,BREAKFAST CEREAL 1,1,1,101.827,101.869,101.827,0.84,0.42,0.72
201905,210214,BREAKFAST CEREAL 2,1,1,105.158,103.649,105.158,1.54,0.69,1.32
201905,210215,CEREAL BAR,1,1,100.669,100.663,100.669,0.28,0.3,0.24
201905,210216,HOT OAT CEREAL,1,1,107.603,107.17,107.603,0.28,0.12,0.24
201905,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,102.75,102.311,102.75,0.14,0.12,0.12
201905,210218,"POPCORN, BAG, 10-30G",1,1,101.685,102.319,101.685,0.56,0.27,0.48
201905,210301,CREAM CRACKERS PACK 200G-300G,1,1,104.431,99.48,104.431,0.42,0.54,0.36
201905,210302,PLAIN BISCUITS-200-300G,1,1,99.487,99.832,99.487,1.26,1.5,1.08
201905,210317,FRUIT PIES 4-6 PACK,1,1,111.088,111.277,111.088,0.28,0.36,0.24
201905,210319,DOUGHNUT-EACH,1,1,101.045,101.405,101.045,0.7,0.84,0.6
201905,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,95.818,97.116,95.818,0.84,0.9,0.72
201905,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,115.357,115.783,115.357,0.98,1.14,0.84
201905,210323,BISCUITS HALF CHOC 260-400G,1,1,104.269,102.37,104.269,0.7,0.72,0.6
201905,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,98.393,98.277,98.393,0.76,0.93,0.6
