INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202203,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,101.805,101.077,0.42,0.4,0.34
202203,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.883,101.938,0.84,0.64,0.68
202203,210111,WHITE SLICED LOAF BRANDED 750G,1,1,102.984,102.876,1.26,0.96,1.02
202203,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,103.219,103.181,0.84,0.76,0.68
202203,210114,CHILLED GARLIC BREAD,1,1,98.579,99.21,1.47,1.24,1.19
202203,210201,FLOUR-SELF-RAISING-1.5KG,1,1,105.658,105.397,0.42,0.2,0.34
202203,210204,DRY SPAGHETTI OR PASTA 500G,1,1,108.452,107.764,0.21,0.44,0.17
202203,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,100.172,100.225,0.48,0.32,0.36
202203,210212,BASMATI RICE 500G-1KG,1,1,101.788,102.127,0.42,0.44,0.34
202203,210213,BREAKFAST CEREAL 1,1,1,104.151,104.07,1.05,0.48,0.85
202203,210214,BREAKFAST CEREAL 2,1,1,105.411,104.551,1.89,0.84,1.53
202203,210215,CEREAL BAR,1,1,99.408,99.143,0.63,0.48,0.51
202203,210216,HOT OAT CEREAL,1,1,105.677,105.068,0.42,0.16,0.34
202203,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,100.454,100.218,0.21,0.08,0.17
202203,210218,"POPCORN, BAG, 10-30G",1,1,99.562,98.239,0.84,0.4,0.68
202203,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,101.944,103.605,0.21,0.12,0.17
202203,210221,COUSCOUS PLAIN/FLAVOURED,1,1,100.17,99.115,0.21,0.04,0.17
202203,210301,CREAM CRACKERS PACK 200G-300G,1,1,101.405,100.907,0.84,0.7,0.68
202203,210302,PLAIN BISCUITS-200-300G,1,1,103.883,103.839,1.47,1.33,1.19
202203,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,94.376,96.216,1.26,1.19,1.02
202203,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,105.829,106.221,1.89,1.82,1.53
202203,210323,BISCUITS HALF CHOC 260-400G,1,1,96.442,96.812,1.05,0.91,0.85
202203,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,98.53,98.115,1.05,1.05,0.85
202203,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,100.904,100.871,0.6,1.04,0.48
202203,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,101.9,102.097,1.2,1.76,0.96
202203,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,103.774,104.9,0.4,0.56,0.32
202203,210416,BEEF ROASTING JOINT PER KG,1,1,103.381,104.023,0.4,0.64,0.32
202203,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,103.372,103.245,0.8,0.45,0.64
202203,210507,HOME KILLED LAMB SHOULDER KG,1,1,103.704,103.509,1,0.55,0.8
