INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201804,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,99.078,98.509,99.078,0.3,0.4,0.24
201804,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.142,101.764,101.142,0.6,0.68,0.48
201804,210111,WHITE SLICED LOAF BRANDED 750G,1,1,99.107,99.23,99.107,0.9,1.08,0.72
201804,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,99.164,99.146,99.164,0.75,0.88,0.6
201804,210114,CHILLED GARLIC BREAD,1,1,103.87,103.675,103.87,0.75,0.96,0.6
201804,210201,FLOUR-SELF-RAISING-1.5KG,1,1,97.05,96.937,97.05,0.3,0.12,0.24
201804,210204,DRY SPAGHETTI OR PASTA 500G,1,1,92.514,90.507,92.514,0.15,0.27,0.12
201804,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,101.878,101.741,101.878,0.65,0.45,0.5
201804,210212,BASMATI RICE 500G-1KG,1,1,109.631,108.225,109.631,0.3,0.45,0.24
201804,210213,BREAKFAST CEREAL 1,1,1,103.04,102.049,103.04,1.05,0.42,0.84
201804,210214,BREAKFAST CEREAL 2,1,1,103.659,102.376,103.659,1.95,0.75,1.56
201804,210215,CEREAL BAR,1,1,106.023,105.924,106.023,0.3,0.27,0.24
201804,210216,HOT OAT CEREAL,1,1,101.638,101.361,101.638,0.45,0.15,0.36
201804,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,105.561,105.553,105.561,0.15,0.12,0.12
201804,210301,CREAM CRACKERS PACK 200G-300G,1,1,100.111,100.093,100.111,0.6,0.6,0.48
201804,210302,PLAIN BISCUITS-200-300G,1,1,98.611,98.478,98.611,1.35,1.44,1.08
201804,210317,FRUIT PIES 4-6 PACK,1,1,93.038,92.032,93.038,0.3,0.36,0.24
201804,210319,DOUGHNUT-EACH,1,1,99.312,98.267,99.312,0.75,0.84,0.6
201804,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,98.34,99.189,98.34,0.75,0.9,0.6
201804,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,92.493,92.644,92.493,1.05,1.08,0.84
201804,210323,BISCUITS HALF CHOC 260-400G,1,1,89.894,91.005,89.894,0.75,0.78,0.6
201804,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,98.844,98.646,98.844,0.8,0.9,0.64
201804,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,100.972,100.389,100.972,1,1.2,0.8
201804,210413,HOME KILLED BEEF-TOPSIDE KG,1,1,99.603,99.257,99.603,0.4,0.54,0.32
201804,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,101.479,101.385,101.479,0.4,0.36,0.32
201804,210502,HOME KILLED LAMB-SHOULDER KG,1,1,114.742,115.02,114.742,0.4,0.61,0.32
201804,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,103.809,103.851,103.809,0.2,0.39,0.16
201804,210606,FRZEN IMP LAMB: LEG (PER KG),1,1,102.296,102.452,102.296,0.8,1,0.64
201804,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,102.217,101.23,102.217,1,1,0.8
201804,210802,BACON-GAMMON-PER KG,1,1,97.392,97.362,97.392,0.6,0.24,0.48
201804,210808,BACON-BACK-PER KG,1,1,98.345,97.983,98.345,1.8,0.76,1.44
201804,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,100.005,99.874,100.005,0.6,0.88,0.48
201804,210910,FRESH BONELESS CHICKEN BREAST,1,1,100.016,100.104,100.016,1.6,2.04,1.28
201804,210911,FRESH TURKEY STEAKS PER KG,1,1,100.966,101.039,100.966,0.2,0.32,0.16
201804,210912,FROZEN CHICKEN BREASTS,1,1,101.055,101.396,101.055,0.4,0.56,0.32
201804,210913,ROTISSERIE CHICKEN [WHOLE],1,1,99.042,99.205,99.042,0.2,0.2,0.16
201804,211007,CANNED MEAT-STEWED STEAK,1,1,102.696,102.846,102.696,0.2,0.12,0.16
201804,211011,INDIVIDUAL MEAT PIE,1,1,101.663,102.168,101.663,1,0.84,0.8
201804,211014,SAUSAGES-PORK-PER KG,1,1,102.119,102.255,102.119,1.8,0.78,1.44
201804,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,98.946,99.341,98.946,0.6,0.54,0.48
201804,211023,COOKED HAM PREPACKED SLICED,1,1,96.569,97.922,96.569,2.4,1.08,1.92
201804,211024,CONTINENTAL SLICED DELI MEAT,1,1,102.1,101.73,102.1,1,0.42,0.8
201804,211025,JOINT OV/READ GAM/POR 450-700G,1,1,99.938,98.61,99.938,0.2,0.06,0.16
201804,211026,CHICKEN KIEV 2 PACK 240-310G,1,1,102.154,99.851,102.154,0.4,0.54,0.32
201804,211027,H K LIVER PER KG STATE TYPE,1,1,103.191,102.11,103.191,0.2,0.06,0.16
201804,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,99.235,99.048,99.235,0.4,0.6,0.32
201804,211030,MEAT BASED SNACK PACK MAX 400G,1,1,100.184,100.329,100.184,0.8,0.66,0.64
201804,211031,COOKED HAM LOOSE PER 100G,1,1,101.213,101.359,101.213,0.6,0.3,0.48
