INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201901,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,102.836,99.461,99.563,0.3,0.4,0.24
201901,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,103.512,100.843,100.55,0.6,0.68,0.48
201901,210111,WHITE SLICED LOAF BRANDED 750G,1,1,99.427,100.253,100.225,0.9,1.08,0.72
201901,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,100.888,101.636,101.759,0.75,0.88,0.6
201901,210114,CHILLED GARLIC BREAD,1,1,104.331,103.469,102.198,0.75,0.96,0.6
201901,210201,FLOUR-SELF-RAISING-1.5KG,1,1,90.197,99.717,99.792,0.3,0.12,0.24
201901,210204,DRY SPAGHETTI OR PASTA 500G,1,1,88.002,97.548,96.434,0.15,0.27,0.12
201901,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,104.281,101.301,101.96,0.65,0.45,0.5
201901,210212,BASMATI RICE 500G-1KG,1,1,109.874,102.624,103.017,0.3,0.45,0.24
201901,210213,BREAKFAST CEREAL 1,1,1,104.568,95.754,96.029,1.05,0.42,0.84
201901,210214,BREAKFAST CEREAL 2,1,1,98.746,96.111,95.319,1.95,0.75,1.56
201901,210215,CEREAL BAR,1,1,106.046,100.031,98.567,0.3,0.27,0.24
201901,210216,HOT OAT CEREAL,1,1,98.633,98.509,98.53,0.45,0.15,0.36
201901,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,102.166,92.184,91.622,0.15,0.12,0.12
201901,210301,CREAM CRACKERS PACK 200G-300G,1,1,105.814,100.075,99.908,0.6,0.6,0.48
201901,210302,PLAIN BISCUITS-200-300G,1,1,97.332,99.447,99.367,1.35,1.44,1.08
201901,210317,FRUIT PIES 4-6 PACK,1,1,89.64,92.949,92.776,0.3,0.36,0.24
201901,210319,DOUGHNUT-EACH,1,1,103.056,101.309,100.199,0.75,0.84,0.6
201901,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,100.957,101.837,103.393,0.75,0.9,0.6
201901,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,91.306,86.595,86.84,1.05,1.08,0.84
201901,210323,BISCUITS HALF CHOC 260-400G,1,1,95.216,95.432,94.51,0.75,0.78,0.6
201901,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,95.082,101.362,101.233,0.8,0.9,0.64
201901,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,98.825,100.233,100.458,1,1.2,0.8
201901,210413,HOME KILLED BEEF-TOPSIDE KG,1,1,98.396,101.446,101.147,0.4,0.54,0.32
201901,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,110.376,101.057,100.939,0.4,0.36,0.32
201901,210502,HOME KILLED LAMB-SHOULDER KG,1,1,112.73,108.36,108.641,0.4,0.61,0.32
201901,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,101.203,102.06,102.707,0.2,0.39,0.16
201901,210606,FRZEN IMP LAMB: LEG (PER KG),1,1,104.226,102.194,102.1,0.8,1,0.64
201901,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,98.762,101.038,100.877,1,1,0.8
201901,210802,BACON-GAMMON-PER KG,1,1,101.45,100.325,100.192,0.6,0.24,0.48
201901,210808,BACON-BACK-PER KG,1,1,98.313,101.901,101.666,1.8,0.76,1.44
201901,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,97.053,103.802,103.473,0.6,0.88,0.48
201901,210910,FRESH BONELESS CHICKEN BREAST,1,1,99.126,102.398,102.11,1.6,2.04,1.28
201901,210911,FRESH TURKEY STEAKS PER KG,1,1,98.047,99.431,99.405,0.2,0.32,0.16
201901,210912,FROZEN CHICKEN BREASTS,1,1,97.308,100.374,100.395,0.4,0.56,0.32
201901,210913,ROTISSERIE CHICKEN [WHOLE],1,1,102.008,99.318,99.373,0.2,0.2,0.16
201901,211007,CANNED MEAT-STEWED STEAK,1,1,102.109,100.522,100.992,0.2,0.12,0.16
