INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAG
202010,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,102.212,101.468,0.32,0.3,0.26,
202010,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.715,100.846,0.64,0.51,0.52,
202010,210111,WHITE SLICED LOAF BRANDED 750G,1,1,98.905,98.692,0.96,0.78,0.78,
202010,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,99.736,99.67,0.8,0.63,0.65,
202010,210114,CHILLED GARLIC BREAD,1,1,99.429,100.078,0.96,0.78,0.78,
202010,210201,FLOUR-SELF-RAISING-1.5KG,1,1,100.453,100.56,0.32,0.09,0.26,
202010,210204,DRY SPAGHETTI OR PASTA 500G,1,1,102.97,103.554,0.16,0.33,0.13,
202010,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,101.824,101.881,0.39,0.24,0.33,
202010,210212,BASMATI RICE 500G-1KG,1,1,100.153,99.241,0.32,0.42,0.26,
202010,210213,BREAKFAST CEREAL 1,1,1,103.745,103.217,0.96,0.36,0.78,
202010,210214,BREAKFAST CEREAL 2,1,1,98.773,98.473,1.6,0.66,1.3,
202010,210215,CEREAL BAR,1,1,114.026,113.517,0.32,0.33,0.26,
202010,210216,HOT OAT CEREAL,1,1,99.968,99.514,0.32,0.12,0.26,
202010,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,85.856,84.268,0.16,0.12,0.13,
202010,210218,"POPCORN, BAG, 10-30G",1,1,98.867,96.501,0.64,0.27,0.52,
202010,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,97.71,94.084,0.16,0.06,0.13,
202010,210301,CREAM CRACKERS PACK 200G-300G,1,1,99.181,99.15,0.48,0.54,0.39,
202010,210302,PLAIN BISCUITS-200-300G,1,1,108.525,107.484,1.28,1.2,1.04,
202010,210319,DOUGHNUT-EACH,1,1,105.949,107.089,0.8,0.84,0.65,
202010,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,102.101,102.033,0.8,0.78,0.65,
202010,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,109.245,111.264,1.12,1.14,0.91,
202010,210323,BISCUITS HALF CHOC 260-400G,1,1,119.61,116.794,0.64,0.66,0.52,
202010,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,95.793,92.486,0.8,0.84,0.65,
202010,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,97.39,97.258,0.72,0.93,0.56,
202010,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,99.946,100.061,0.9,1.26,0.7,
202010,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,103.258,103.781,0.36,0.36,0.28,
