INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAG
202011,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,98.976,98.81,0.32,0.3,0.26,
202011,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,99.559,99.207,0.64,0.51,0.52,
202011,210111,WHITE SLICED LOAF BRANDED 750G,1,1,98.117,97.734,0.96,0.78,0.78,
202011,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,100.13,100.202,0.8,0.63,0.65,
202011,210114,CHILLED GARLIC BREAD,1,1,101.446,100.395,0.96,0.78,0.78,
202011,210201,FLOUR-SELF-RAISING-1.5KG,1,1,95.886,96.691,0.32,0.09,0.26,
202011,210204,DRY SPAGHETTI OR PASTA 500G,1,1,103.297,100.717,0.16,0.33,0.13,
202011,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,98.441,92.885,0.39,0.24,0.33,
202011,210212,BASMATI RICE 500G-1KG,1,1,98.09,96.525,0.32,0.42,0.26,
202011,210213,BREAKFAST CEREAL 1,1,1,103.579,103.465,0.96,0.36,0.78,
202011,210214,BREAKFAST CEREAL 2,1,1,103.086,101.777,1.6,0.66,1.3,
202011,210215,CEREAL BAR,1,1,112.984,112.996,0.32,0.33,0.26,
202011,210216,HOT OAT CEREAL,1,1,103.192,102.019,0.32,0.12,0.26,
202011,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,101.499,94.814,0.16,0.12,0.13,
202011,210218,"POPCORN, BAG, 10-30G",1,1,99.938,95.374,0.64,0.27,0.52,
202011,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,95.499,89.082,0.16,0.06,0.13,
202011,210301,CREAM CRACKERS PACK 200G-300G,1,1,99.978,100.012,0.48,0.54,0.39,
202011,210302,PLAIN BISCUITS-200-300G,1,1,109.759,108.954,1.28,1.2,1.04,
202011,210319,DOUGHNUT-EACH,1,1,106.446,107.022,0.8,0.84,0.65,
202011,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,94.944,96.929,0.8,0.78,0.65,
202011,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,110.017,113.013,1.12,1.14,0.91,
202011,210323,BISCUITS HALF CHOC 260-400G,1,1,99.657,98.702,0.64,0.66,0.52,
202011,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,93.868,90.082,0.8,0.84,0.65,
202011,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,93.579,93.862,0.72,0.93,0.56,PARTIAL
202011,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,98.735,98.811,0.9,1.26,0.7,PARTIAL
202011,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,101.062,100.622,0.36,0.36,0.28,
202011,210416,BEEF ROASTING JOINT PER KG,1,1,100.584,100.789,0.36,0.45,0.28,PARTIAL
202011,210502,HOME KILLED LAMB-SHOULDER KG,1,1,97.072,97.855,0.9,0.62,0.7,PARTIAL
202011,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,97.562,97.601,0.54,0.38,0.42,PARTIAL
202011,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,103.148,103.567,0.9,1,0.7,PARTIAL
202011,210802,BACON-GAMMON-PER KG,1,1,102.15,102.959,0.54,0.23,0.42,PARTIAL
202011,210808,BACON-BACK-PER KG,1,1,96.927,96.667,1.62,0.77,1.26,PARTIAL
