INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201805,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,99.702,99.184,99.702,0.3,0.4,0.24
201805,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.778,102.296,101.778,0.6,0.68,0.48
201805,210111,WHITE SLICED LOAF BRANDED 750G,1,1,98.803,98.921,98.803,0.9,1.08,0.72
201805,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,98.204,98.387,98.204,0.75,0.88,0.6
201805,210114,CHILLED GARLIC BREAD,1,1,103.62,103.08,103.62,0.75,0.96,0.6
201805,210201,FLOUR-SELF-RAISING-1.5KG,1,1,96.56,96.176,96.56,0.3,0.12,0.24
201805,210204,DRY SPAGHETTI OR PASTA 500G,1,1,93.081,90.463,93.081,0.15,0.27,0.12
201805,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,101.809,101.935,101.809,0.65,0.45,0.5
201805,210212,BASMATI RICE 500G-1KG,1,1,103.173,103.487,103.173,0.3,0.45,0.24
201805,210213,BREAKFAST CEREAL 1,1,1,102.12,101.449,102.12,1.05,0.42,0.84
201805,210214,BREAKFAST CEREAL 2,1,1,100.842,99.905,100.842,1.95,0.75,1.56
201805,210215,CEREAL BAR,1,1,107.903,108.058,107.903,0.3,0.27,0.24
201805,210216,HOT OAT CEREAL,1,1,100.665,100.342,100.665,0.45,0.15,0.36
201805,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,112.421,111.268,112.421,0.15,0.12,0.12
201805,210301,CREAM CRACKERS PACK 200G-300G,1,1,99.778,99.869,99.778,0.6,0.6,0.48
201805,210302,PLAIN BISCUITS-200-300G,1,1,98.436,98.4,98.436,1.35,1.44,1.08
201805,210317,FRUIT PIES 4-6 PACK,1,1,86.459,86.532,86.459,0.3,0.36,0.24
201805,210319,DOUGHNUT-EACH,1,1,100.202,99.041,100.202,0.75,0.84,0.6
201805,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,94.917,94.406,94.917,0.75,0.9,0.6
201805,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,99.668,100.457,99.668,1.05,1.08,0.84
201805,210323,BISCUITS HALF CHOC 260-400G,1,1,104.547,104.101,104.547,0.75,0.78,0.6
201805,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,98.902,98.61,98.902,0.8,0.9,0.64
201805,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,97.959,97.911,97.959,1,1.2,0.8
201805,210413,HOME KILLED BEEF-TOPSIDE KG,1,1,95.615,95.228,95.615,0.4,0.54,0.32
201805,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,101.059,100.503,101.059,0.4,0.36,0.32
201805,210502,HOME KILLED LAMB-SHOULDER KG,1,1,122.909,122.885,122.909,0.4,0.61,0.32
201805,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,100.796,99.466,100.796,0.2,0.39,0.16
201805,210606,FRZEN IMP LAMB: LEG (PER KG),1,1,103.068,103.192,103.068,0.8,1,0.64
201805,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,98.4,98.022,98.4,1,1,0.8
201805,210802,BACON-GAMMON-PER KG,1,1,97.019,96.717,97.019,0.6,0.24,0.48
201805,210808,BACON-BACK-PER KG,1,1,97.764,97.417,97.764,1.8,0.76,1.44
201805,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,100.342,100.204,100.342,0.6,0.88,0.48
201805,210910,FRESH BONELESS CHICKEN BREAST,1,1,99.786,99.799,99.786,1.6,2.04,1.28
201805,210911,FRESH TURKEY STEAKS PER KG,1,1,99.031,98.879,99.031,0.2,0.32,0.16
201805,210912,FROZEN CHICKEN BREASTS,1,1,101.495,101.921,101.495,0.4,0.56,0.32
201805,210913,ROTISSERIE CHICKEN [WHOLE],1,1,101.262,101.712,101.262,0.2,0.2,0.16
201805,211007,CANNED MEAT-STEWED STEAK,1,1,102.946,103.167,102.946,0.2,0.12,0.16
201805,211011,INDIVIDUAL MEAT PIE,1,1,102.786,102.844,102.786,1,0.84,0.8
201805,211014,SAUSAGES-PORK-PER KG,1,1,98.694,98.668,98.694,1.8,0.78,1.44
201805,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,101.583,101.478,101.583,0.6,0.54,0.48
201805,211023,COOKED HAM PREPACKED SLICED,1,1,97.742,98.975,97.742,2.4,1.08,1.92
201805,211024,CONTINENTAL SLICED DELI MEAT,1,1,100.438,100.332,100.438,1,0.42,0.8
201805,211025,JOINT OV/READ GAM/POR 450-700G,1,1,95.692,94.805,95.692,0.2,0.06,0.16
201805,211026,CHICKEN KIEV 2 PACK 240-310G,1,1,99.42,99.272,99.42,0.4,0.54,0.32
201805,211027,H K LIVER PER KG STATE TYPE,1,1,103.493,102.783,103.493,0.2,0.06,0.16
201805,211029,COOKED MEAT TURKEY/CHICK SLICE,1,1,101.382,101.118,101.382,0.4,0.6,0.32
201805,211030,MEAT BASED SNACK PACK MAX 400G,1,1,98.05,97.394,98.05,0.8,0.66,0.64
201805,211031,COOKED HAM LOOSE PER 100G,1,1,100.801,100.933,100.801,0.6,0.3,0.48
201805,211101,FRESH WHITE FISH FILLETS KG,1,1,97.502,97.509,97.502,0.36,0.6,0.27
201805,211105,FRESH FISH-SALMON FILLETS-KG,1,1,102.143,100.748,102.143,0.6,0.92,0.45
201805,211106,FROZEN PRAWNS PER KG,1,1,103.919,103.723,103.919,0.96,0.48,0.72
201805,211207,"CANNED FISH, TUNA, 130G-200G",1,1,106.734,105.706,106.734,1,0.96,0.75
201805,211210,FROZEN FISH FINGERS 8-12 PK,1,1,99.329,98.49,99.329,0.88,0.86,0.66
201805,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,103.897,103.894,103.897,0.2,0.18,0.15
201805,211305,SPREADABLE BUTTER,1,1,103.787,103.95,103.787,0.42,0.59,0.42
201805,211306,BUTTER 250G SPEC COO,1,1,99.585,99.501,99.585,0.3,0.41,0.3
201805,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,95.874,95.116,95.874,0.68,0.56,0.68
201805,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,100.219,99.559,100.219,0.6,0.44,0.6
201805,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,96.437,96.075,96.437,1.8,1.56,1.35
201805,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,93.832,93.489,93.832,0.6,0.57,0.45
201805,211509,HARD REGIONAL CHEESE PER KG,1,1,101.576,101.623,101.576,0.24,0.21,0.18
201805,211510,PARMESAN CHEESE-PER KG,1,1,100.753,100.776,100.753,0.36,0.33,0.27
201805,211511,SOFT CONTINENTAL CHEESE - KG,1,1,96.622,97.087,96.622,0.36,0.33,0.27
201805,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,98.261,98.434,98.261,0.48,0.42,0.36
201805,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,99.573,99.488,99.573,0.72,0.58,0.54
201805,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,100.107,100.107,100.107,0.24,0.15,0.18
201805,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,100.317,100.291,100.317,0.72,0.54,0.54
201805,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,100.496,100.478,100.496,2.28,1.92,1.71
201805,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,95.524,95.624,95.524,0.24,0.18,0.18
201805,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,105.701,106.217,105.701,0.24,0.21,0.18
201805,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,119.315,118.206,119.315,1.44,1.72,1.08
201805,211808,CHILLED POT DESSERT 125-200G,1,1,98.193,98.335,98.193,0.84,0.84,0.63
201805,211814,YOGHURT-SMALL INDIVIDUAL,1,1,98.359,98.609,98.359,0.6,0.64,0.45
201805,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,99.033,98.989,99.033,0.36,0.36,0.27
201805,211816,POWDERED BABY FORMULA 400-900G,1,1,99.644,99.579,99.644,0.48,0.44,0.36
201805,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,100.023,100.097,100.023,0.75,0.77,0.75
201805,211904,TEA BAGS-2-PACKET OF 240,1,1,97.675,98.432,97.675,0.21,0.23,0.21
201805,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,100.486,100.462,100.486,0.8,0.8,0.7
201805,212006,FRUIT JUICE NOT ORANGE 1L,1,1,101.139,101.307,101.139,0.48,0.48,0.42
201805,212008,LEMONADE-2 LITRE BOTTLE,1,1,102.734,101.051,102.734,0.16,0.16,0.14
201805,212010,MINERAL WATER STILL 1.5-2L,1,1,100.279,99.597,100.279,0.32,0.56,0.28
201805,212011,COLA FLAVD DRINK 1.5-2 LT BTL,1,1,115.161,112.397,115.161,1.36,1.2,1.19
201805,212015,FIZZY ENERGY DRINK 250-500ML,1,1,105.909,105.468,105.909,1.04,0.96,0.91
201805,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,105.689,104.936,105.689,1.04,0.96,0.91
201805,212017,FIZZY BOTTLED DRINK 500ML,1,1,104.414,104.014,104.414,1.28,1.12,1.12
201805,212019,PURE FRUIT SMOOTHIE 750ML-1LTR,1,1,102.82,102.896,102.82,0.16,0.16,0.14
201805,212020,FRUIT DRINK BOTTLE 4-8 PACK,1,1,105.562,104.669,105.562,0.08,0.08,0.07
201805,212021,BOTTLE STILL WATER 500ML,1,1,101.605,101.672,101.605,0.16,0.32,0.14
201805,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,104.785,103.896,104.785,0.48,0.4,0.42
201805,212023,COLA/FIZZY DRINK 330ML PK 4-8,1,1,101.101,100.587,101.101,0.32,0.32,0.28
201805,212024,FLAVOURED WATER BOTT 900ML-1.5,1,1,103.746,102.286,103.746,0.32,0.48,0.28
201805,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,101.955,100.096,101.955,0.65,0.31,0.55
201805,212106,JAR OF JAM-340-454G,1,1,107.469,106.603,107.469,0.91,0.52,0.77
201805,212107,HONEY JAR/BOTTLE 340G-454G,1,1,100.178,100.598,100.178,0.26,0.17,0.22
201805,212202,MINTS,1,1,100.077,99.903,100.077,0.13,0.11,0.11
201805,212211,CHOCOLATE 4,1,1,98.824,98.529,98.824,1.04,1.87,0.88
201805,212214,FRUIT PASTILLES 2,1,1,100.44,100.383,100.44,0.52,0.99,0.44
201805,212217,CHEWING/BUBBLE GUM-SINGLE PK,1,1,101.257,101.248,101.257,0.13,0.33,0.11
201805,212218,CARTON/BOX OF CHOCS 150-400GM,1,1,102.864,103.771,102.864,1.69,1.43,1.43
201805,212222,CHOCOLATE 10,1,1,101.339,101.421,101.339,1.82,1.43,1.54
201805,212223,BRAND CHOC SWEETS 100-185G BAG,1,1,88.421,88.326,88.421,0.91,0.77,0.77
201805,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,99.565,99.672,99.565,0.65,1.21,0.55
201805,212225,CHOCOLATE LARGE BAR 100-200G,1,1,102.197,101.799,102.197,1.69,1.43,1.43
201805,212226,CHOCOLATE 12,1,1,97.02,94.644,97.02,0.39,1.21,0.33
