INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202204,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,101.444,100.635,0.42,0.4,0.34
202204,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,103.219,103.11,0.84,0.64,0.68
202204,210111,WHITE SLICED LOAF BRANDED 750G,1,1,103.923,103.849,1.26,0.96,1.02
202204,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,104.101,103.921,0.84,0.76,0.68
202204,210114,CHILLED GARLIC BREAD,1,1,98.223,98.386,1.47,1.24,1.19
202204,210201,FLOUR-SELF-RAISING-1.5KG,1,1,106.969,107.272,0.42,0.2,0.34
202204,210204,DRY SPAGHETTI OR PASTA 500G,1,1,108.963,108.81,0.21,0.44,0.17
202204,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,100.677,101.181,0.48,0.32,0.36
202204,210212,BASMATI RICE 500G-1KG,1,1,102.742,102.783,0.42,0.44,0.34
202204,210213,BREAKFAST CEREAL 1,1,1,104.06,103.982,1.05,0.48,0.85
202204,210214,BREAKFAST CEREAL 2,1,1,106.71,105.774,1.89,0.84,1.53
202204,210215,CEREAL BAR,1,1,98.868,98.255,0.63,0.48,0.51
202204,210216,HOT OAT CEREAL,1,1,106.67,106.239,0.42,0.16,0.34
202204,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,99.756,99.372,0.21,0.08,0.17
202204,210218,"POPCORN, BAG, 10-30G",1,1,99.842,98.678,0.84,0.4,0.68
202204,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,102.213,103.827,0.21,0.12,0.17
202204,210221,COUSCOUS PLAIN/FLAVOURED,1,1,101.442,100.43,0.21,0.04,0.17
202204,210301,CREAM CRACKERS PACK 200G-300G,1,1,107.914,105.316,0.84,0.7,0.68
202204,210302,PLAIN BISCUITS-200-300G,1,1,111.433,110.11,1.47,1.33,1.19
202204,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,101.78,101.867,1.26,1.19,1.02
202204,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,108.079,107.535,1.89,1.82,1.53
202204,210323,BISCUITS HALF CHOC 260-400G,1,1,110.571,109.726,1.05,0.91,0.85
202204,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,99.264,99.81,1.05,1.05,0.85
202204,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,102.272,102.238,0.6,1.04,0.48
202204,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,102.657,103.084,1.2,1.76,0.96
202204,210414,FROZEN BEEFBURGERS PACK OF 4,1,1,102.731,102.34,0.4,0.56,0.32
202204,210416,BEEF ROASTING JOINT PER KG,1,1,104.419,105.029,0.4,0.64,0.32
202204,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,104.836,104.621,0.8,0.45,0.64
202204,210507,HOME KILLED LAMB SHOULDER KG,1,1,104.711,104.657,1,0.55,0.8
202204,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,100.919,100.768,1,1,0.8
202204,210802,BACON-GAMMON-PER KG,1,1,100.568,100.654,0.4,0.19,0.32
202204,210808,BACON-BACK-PER KG,1,1,101.917,101.929,1.8,0.81,1.44
202204,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,104.463,104.655,0.8,1.08,0.64
202204,210910,FRESH BONELESS CHICKEN BREAST,1,1,104.497,104.651,1.6,2.4,1.28
202204,210913,ROTISSERIE CHICKEN [WHOLE],1,1,114.841,115.191,0.2,0.16,0.16
202204,210914,FRESH TURKEY DICED/MIN PER KG,1,1,104.678,104.729,0.2,0.36,0.16
202204,211007,CANNED MEAT-STEWED STEAK,1,1,100.162,99.84,0.2,0.14,0.16
202204,211011,INDIVIDUAL MEAT PIE,1,1,104.948,104.864,0.8,0.98,0.64
202204,211014,SAUSAGES-PORK-PER KG,1,1,101.42,101.378,2,0.98,1.6
202204,211019,FROZ CHICKEN NUGGETS 220-600G,1,1,101.14,101.823,0.6,0.63,0.48
202204,211023,COOKED HAM PREPACKED SLICED,1,1,101.752,100.908,2.4,1.12,1.92
202204,211024,CONTINENTAL SLICED DELI MEAT,1,1,101.369,100.667,0.8,0.42,0.64
202204,211025,JOINT OV/READ GAM/POR 450-900G,1,1,100.83,100.406,0.2,0.21,0.16
