INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202002,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,99.489,99.385,99.489,0.32,0.3,0.26
202002,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,99.888,99.763,99.888,0.64,0.51,0.52
202002,210111,WHITE SLICED LOAF BRANDED 750G,1,1,99.887,99.913,99.887,0.96,0.78,0.78
202002,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,99.908,100.011,99.908,0.8,0.63,0.65
202002,210114,CHILLED GARLIC BREAD,1,1,95.877,96.807,95.877,0.96,0.78,0.78
202002,210201,FLOUR-SELF-RAISING-1.5KG,1,1,99.027,99.246,99.027,0.32,0.09,0.26
202002,210204,DRY SPAGHETTI OR PASTA 500G,1,1,101.1,101.762,101.1,0.16,0.33,0.13
202002,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,100.975,101.652,100.975,0.39,0.24,0.33
202002,210212,BASMATI RICE 500G-1KG,1,1,99.087,99.076,99.087,0.32,0.42,0.26
202002,210213,BREAKFAST CEREAL 1,1,1,103.021,103.32,103.021,0.96,0.36,0.78
202002,210214,BREAKFAST CEREAL 2,1,1,101.869,101.518,101.869,1.6,0.66,1.3
202002,210215,CEREAL BAR,1,1,110.934,111.76,110.934,0.32,0.33,0.26
202002,210216,HOT OAT CEREAL,1,1,99.422,99.3,99.422,0.32,0.12,0.26
202002,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,93.748,95.227,93.748,0.16,0.12,0.13
202002,210218,"POPCORN, BAG, 10-30G",1,1,97.12,91.058,97.12,0.64,0.27,0.52
202002,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,102.801,102.18,102.801,0.16,0.06,0.13
202002,210301,CREAM CRACKERS PACK 200G-300G,1,1,100.291,100.241,100.291,0.48,0.54,0.39
202002,210302,PLAIN BISCUITS-200-300G,1,1,107.87,106.475,107.87,1.28,1.2,1.04
202002,210319,DOUGHNUT-EACH,1,1,100.637,100.76,100.637,0.8,0.84,0.65
202002,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,99.326,99.155,99.326,0.8,0.78,0.65
202002,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,98.58,98.418,98.58,1.12,1.14,0.91
202002,210323,BISCUITS HALF CHOC 260-400G,1,1,94.696,95.271,94.696,0.64,0.66,0.52
202002,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,94.802,94.907,94.802,0.8,0.84,0.65
